location,total_sqft,bath,price,bhk
Yelahanka,1847,3,92,3
Yelahanka,2500,3,120,5
Yelahanka,1890,3,109,3
Yelahanka,700,1,38,1
Yelahanka,1491,3,85,3
Yelahanka,2088,5,110,4
Yelahanka,1185,2,45,2
Yelahanka,1517,3,71.28,3
Yelahanka,3019,6,190,4
Yelahanka,1756,3,66.73,3
Yelahanka,1600,3,100,3
Yelahanka,1664,3,73.95,3
Yelahanka,1140,2,50.66,2
Yelahanka,1200,2,60,2
Yelahanka,1705,3,85,3
Yelahanka,1350,2,85,3
Yelahanka,1633,3,110,3
Yelahanka,827.5,1,42.535,1
Yelahanka,1195,2,53.105,2
Yelahanka,1355,2,75,3
Yelahanka,3175,4,156,4
Yelahanka,1408,2,58,2
Yelahanka,1104,2,58,2
Yelahanka,1325,2,58,3
Yelahanka,1175,2,67.77,2
Yelahanka,1322,2,77.9,2
Yelahanka,602,1,33,1
Yelahanka,1315,2,77,2
Yelahanka,1430,3,61,3
Yelahanka,1355,2,51.5,3
Yelahanka,567,1,25,1
Yelahanka,1045,2,45,2
Yelahanka,602,2,30,1
Yelahanka,1362,2,66,2
Yelahanka,1234,2,80,2
Yelahanka,1282,2,48.72,3
Yelahanka,1180,2,55,2
Yelahanka,1267,3,78,2
Yelahanka,1360,2,78.19,2
Yelahanka,1025,2,44,2
Yelahanka New Town,650,1,33,1
Yelahanka New Town,500,1,20,1
Yelahanka New Town,440,1,16.5,1
Yelahanka New Town,1610,3,92,3
Yelahanka New Town,1700,3,90,3
Yelahanka New Town,650,1,20,1
Yelahanka New Town,350,1,13.5,1
Yelahanka New Town,1541,3,80,3
Yelahanka New Town,1385,2,65,2
Yelahanka New Town,500,2,24,1
Yelahanka New Town,650,1,17,1
Yelahanka New Town,450,1,16,1
Yelahanka New Town,1599,3,80,3
Yelahanka New Town,960,2,50,2
Yelahanka New Town,2095,3,109,4
Yelahanka New Town,1209,2,65,3
Yelahanka New Town,1400,2,80,3
Yelahanka New Town,450,1,15,1
Yelahanka New Town,500,1,18,1
Yelahanka New Town,1420,2,75,3
Yelahanka New Town,2437,3,125,3
Yelahanka New Town,2200,2,180,2
Yelahanka New Town,488,1,20,1
Yelahanka New Town,1100,2,58,2
Yelahanka New Town,860,1,31,2
Yelahanka New Town,1800,2,45,3
Yelahanka New Town,1000,2,44,2
Yelahanka New Town,650,1,18,1
Yelahanka New Town,1426,2,61.5,3
Yelahanka New Town,1740,3,150,3
Yelahanka New Town,1290,2,70,2
Yelahanka New Town,1000,2,48,3
Yelenahalli,1240,2,47.12,2
Yelenahalli,1200,2,46.17,2
Yelenahalli,1600,3,61.37,3
Yelenahalli,1260,2,47.88,2
Yelenahalli,1500,2,57,3
Yelenahalli,1175,2,50,2
Yelenahalli,1650,3,68,3
Yelenahalli,1200,2,45.6,2
Yelenahalli,1200,2,46.17,2
Yelenahalli,1160,2,44.08,2
Yeshwanthpur,2502,3,138,3
Yeshwanthpur,1693,3,108,3
Yeshwanthpur,667,1,36.85,1
Yeshwanthpur,1950,4,130,4
Yeshwanthpur,1170,2,57,2
Yeshwanthpur,665,1,36.85,1
Yeshwanthpur,1161,2,64.08,2
Yeshwanthpur,2557,3,141,3
Yeshwanthpur,1850,3,100,3
Yeshwanthpur,671,1,36.85,1
Yeshwanthpur,1277.5,2,95.815,2
Yeshwanthpur,668,1,36.85,1
Yeshwanthpur,1185,2,75.84,2
Yeshwanthpur,1195,2,100,2
Yeshwanthpur,1313,3,96,3
Yeshwanthpur,1400,2,100,2
Yeshwanthpur,2559,3,141,3
Yeshwanthpur,1430,3,72,3
Yeshwanthpur,673,1,36.85,1
Yeshwanthpur,717,2,49.475,2
Yeshwanthpur,3600,5,220,4
Yeshwanthpur,1168,2,64.08,2
Yeshwanthpur,605,1,41.745,1
Yeshwanthpur,1382,2,76.18,3
Yeshwanthpur,669,1,36.85,1
Yeshwanthpur,1385,2,76.18,3
Yeshwanthpur,3027,4,260,3
Yeshwanthpur,1200,2,63,2
Yeshwanthpur,1679,3,92.13,3
Yeshwanthpur,670,1,36.85,1
Yeshwanthpur,1381,2,76.18,3
Yeshwanthpur,1678,3,92.13,3
Yeshwanthpur,1240,2,80,2
Yeshwanthpur,1713,3,110,3
Yeshwanthpur,1144,2,67,2
Yeshwanthpur,1541,2,130,2
Yeshwanthpur,2501,3,138,3
Yeshwanthpur,1362,2,100,2
Yeshwanthpur,666,1,36.8,1
Yeshwanthpur,1855,3,140,3
Yeshwanthpur,2504,3,138,3
Yeshwanthpur,1165,2,85,2
Yeshwanthpur,1163,2,64.08,2
Yeshwanthpur,1165,2,64.08,2
Yeshwanthpur,1825,3,145,3
Yeshwanthpur,1384,2,76.18,3
Yeshwanthpur,994,2,54.67,1
Yeshwanthpur,650,1,40,1
Yeshwanthpur,1855,3,140,3
Yeshwanthpur,1500,3,100,3
Yeshwanthpur,1167,2,64.08,2
Yeshwanthpur,1164,2,64.08,2
Yeshwanthpur,1520,3,85,3
Yeshwanthpur,1677,3,92.13,3
Yeshwanthpur,674,1,36.85,1
Yeshwanthpur,1383,2,76.18,3
Yeshwanthpur,672,1,36.85,1
Yeshwanthpur,1162,2,64.08,2
Yeshwanthpur,1166,2,64.08,2
Yeshwanthpur,1195,2,100,2
Yeshwanthpur,1692,3,108,3
Yeshwanthpur,1169,2,64.08,2
Yeshwanthpur,2500,5,185,6
Yeshwanthpur,2500,3,138,3
Yeshwanthpur,1160,2,64.08,2
Yeshwanthpur,1676,3,92.13,3
Yeshwanthpur,2503,3,138,3
Yeshwanthpur,1855,3,135,3
Yeshwanthpur,1876,3,160,3
Yeshwanthpur,1675,3,92.13,3
other,2770,4,290,3
other,1100,2,48,2
other,1250,3,56,3
other,600,1,38,1
other,869,2,36,2
other,1270,2,50,2
other,1500,2,185,2
other,840,2,45,2
other,4395,3,240,3
other,845,2,55,2
other,2511,3,205,3
other,1660,2,105,3
other,1450,2,70,3
other,1200,2,65,2
other,1200,3,90,3
other,1007,2,43,2
other,1200,2,50,2
other,966,2,49.9,2
other,782,2,55.68,2
other,1800,3,120,3
other,1413,2,75,3
other,945,2,54,2
other,1870,3,110,3
other,1260,2,85.05,3
other,1612,3,46.74,3
other,2795,4,235,3
other,1350,2,48,3
other,1904,3,150,3
other,2000,3,175,3
other,1425,2,75,3
other,1470,2,70,3
other,1500,3,100,3
other,1340,2,55.7,2
other,1783,3,115,3
other,912,2,70,3
other,1207,2,43.5,2
other,1798,3,89,3
other,1580,3,100,3
other,1415,3,78,3
other,2000,4,75.5,4
other,2405,4,260,3
other,1500,2,115,2
other,1148,2,60,2
other,1110,2,55,2
other,1500,2,65,3
other,1080,2,39,2
other,1060,2,60,2
other,2600,8,180,8
other,1644,3,84,3
other,1285,2,72.5,2
other,4050,3,280,3
other,1060,2,55,2
other,900,2,22.5,2
other,1280,2,69,2
other,3045,3,170,3
other,1464,3,46,3
other,700,1,26,2
other,900,2,110,2
other,4111,4,250,4
other,1084,2,50,2
other,950,2,47,2
other,2000,4,120,4
other,1560,3,115,3
other,850,2,27,2
other,1113,2,51,2
other,1200,4,165,4
other,1200,2,55,2
other,1645,3,95,3
other,1200,2,79,2
other,1230,2,48,2
other,1350,2,140,3
other,1800,3,150,3
other,1592,3,75,3
other,1762,3,125,3
other,950,2,50,2
other,1200,3,90,3
other,2023.71,3,275,3
other,1629,3,79,3
other,1460,2,58,2
other,1185,2,38,2
other,1760,3,88,3
other,1069,2,55,2
other,2150,4,240,3
other,1450,3,55,3
other,1630,3,68.29,3
other,3309,4,325,4
other,5000,9,360,11
other,850,2,30,2
other,1150,2,126,2
other,1200,2,62,2
other,4800,4,235,4
other,1200,2,74,2
other,1464,3,56,3
other,2000,4,99,4
other,1753,3,120,3
other,1000,2,53,2
other,720,2,45,2
other,1300,3,58,3
other,1115,2,40,2
other,1200,3,165,4
other,700,1,41,1
other,1600,4,80,4
other,1595,3,115,3
other,1353,2,110,2
other,1200,2,85,1
other,1028,2,45.5,2
other,1385,2,48.48,3
other,1325,2,90,3
other,1600,2,50,3
other,1800,1,80,2
other,1056,2,80,2
other,1080,2,50,2
other,1160,2,55,2
other,1544,3,120,3
other,1200,2,65,2
other,540,1,36,1
other,1578,3,180,3
other,1180,2,42,2
other,1600,2,115,2
other,416,1,18.5,1
other,1260,2,45,2
other,1630,3,85,3
other,834,1,60,1
other,1125,4,70,3
other,3000,5,260,4
other,2160,5,250,6
other,1375,3,70,3
other,469,1,25,1
other,3600,4,160,6
other,1160,2,52.2,2
other,1220,2,35.23,3
other,1641,3,66,3
other,1630,2,200,2
other,2072,3,108,3
other,1200,2,70,3
other,1350,3,77,3
other,4046,4,445,4
other,1180,2,78.34,3
other,1355,2,115,2
other,600,1,50,1
other,1875,3,165,3
other,600,2,55,2
other,2300,3,120,3
other,1240,2,60,2
other,1750,3,120,3
other,1230,2,43.48,2
other,950,2,44,2
other,1092,2,98.5,3
other,1045,2,45,2
other,1570,3,62,3
other,1855,3,225,3
other,1325,3,57,3
other,1202,2,48,2
other,1200,2,62.5,2
other,425,1,20.03,1
other,1100,2,48,2
other,600,1,60,1
other,1468,2,140,2
other,4300,5,550,4
other,1750,3,85,3
other,775,2,55,2
other,1105,2,58,2
other,1602,2,75,3
other,1352,3,135,3
other,1780,3,84.83,3
other,1200,3,95,4
other,1976,3,184,3
other,5500,4,600,4
other,1200,3,95,3
other,2500,6,115,7
other,823,2,28,2
other,1180,2,69,2
other,686,1,17,1
other,1001,2,33.03,2
other,1500,4,180,4
other,2400,2,80,3
other,1282,2,87,2
other,1611,2,64.44,3
other,1500,2,95,3
other,1300,1,115,2
other,530,1,20,1
other,1350,2,80,2
other,900,2,27,2
other,2400,6,125,8
other,1225,2,53,2
other,1141,2,62,2
other,4100,7,140,7
other,1175,2,48.27,2
other,950,1,40,1
other,1209,2,50,2
other,4200,5,225,5
other,1800,3,90,3
other,1600,4,125,5
other,1563,3,52,3
other,1405,2,70,2
other,1480,3,90,3
other,1600,3,90,3
other,1200,4,135,4
other,1200,2,35,2
other,1500,3,115,3
other,1824,3,125,3
other,750,1,56.25,1
other,1060,2,42,2
other,1500,3,62,3
other,1339,2,55,2
other,1600,3,75,3
other,1225,2,55.11,2
other,1000,2,50,2
other,6000,5,400,4
other,2400,3,170,3
other,1480,2,65,2
other,1500,2,98,3
other,3095,3,350,3
other,910,2,30.5,2
other,1200,1,28,1
other,1500,3,100,3
other,1133,2,55,2
other,1560,5,145,5
other,2900,5,90,5
other,1560,3,188,3
other,856,2,40,2
other,14000,3,800,4
other,485,1,15,1
other,1384,3,62.28,3
other,1508,3,70.25,3
other,2150,4,80,4
other,1600,3,52,3
other,1250,2,62,2
other,1200,3,130,3
other,1050,2,67,2
other,1596,3,105,3
other,1800,3,80,3
other,925,2,48,2
other,1395,2,63.59,2
other,1200,3,85,3
other,1132,2,67,2
other,1262,2,63,2
other,1515,3,88,3
other,1655,3,86.06,3
other,5000,7,299,7
other,1380,2,80,2
other,1450,3,65,3
other,1200,2,54,2
other,4346,5,500,4
other,1178,2,47,2
other,2200,3,187,3
other,3329,3,330,3
other,3600,4,300,4
other,3500,3,450,4
other,1595,3,76,3
other,1093,2,65,2
other,1367,2,62,2
other,1535,3,95,3
other,1015,2,45,2
other,1100,2,62.7,2
other,930,2,45,2
other,1650,2,80,3
other,2197,4,280,3
other,1240,2,46,3
other,1100,2,60,2
other,1600,3,172,4
other,1450,2,85,3
other,2000,3,166,4
other,700,2,27,2
other,1050,2,45,2
other,1250,3,39.5,3
other,1756,3,100,3
other,1532,3,92,3
other,1650,3,110,3
other,1200,2,66,2
other,1180,2,48,2
other,1525,2,122,3
other,1435,3,70,3
other,1560,2,66,3
other,1070,2,42,2
other,2400,3,200,4
other,1000,2,130,2
other,1300,2,60,2
other,3040,1,180,2
other,1310,2,50,3
other,1390,3,120,3
other,1200,4,72,4
other,1135,2,68,2
other,900,2,55,2
other,1378,2,42.33,3
other,1210,2,62,2
other,1464,3,56,3
other,2500,3,250,3
other,1600,3,80,3
other,1250,3,39.5,3
other,1100,2,50,2
other,1269.72,2,68,2
other,1168,3,70,3
other,1552,2,51,2
other,2100,4,155,4
other,1300,2,65,2
other,1515,3,93.93,3
other,2400,5,85,4
other,1243,2,58,2
other,1616,3,75,3
other,1800,6,44.5,5
other,2700,4,214,6
other,2000,3,210,3
other,2400,4,300,5
other,1760,3,176,3
other,595,1,42,1
other,1410,2,67,2
other,1090,2,31.48,2
other,1254,2,53,2
other,2800,7,125,7
other,1170,2,86,2
other,2200,4,235,4
other,1000,2,50,2
other,920,2,35,2
other,2400,3,142,4
other,1464,3,56,3
other,1280,2,40,2
other,2000,3,85,3
other,3817,2,124,2
other,1650,3,175,3
other,840,2,27,2
other,1670,3,91.86,3
other,1242,2,39.7,2
other,1690,2,55,3
other,1488,3,57,3
other,1250,2,80,3
other,1650,4,160,3
other,800,2,50,2
other,1225,2,150,2
other,1260,2,58,2
other,3675,4,367,4
other,1200,2,150,2
other,1250,2,65,2
other,1225,2,48,2
other,1350,2,80,2
other,2000,3,100,3
other,1614,3,110,3
other,1188,2,73,2
other,1480,3,90,3
other,680,2,42,2
other,2400,2,95,2
other,1045,2,42,2
other,955,2,53.55,2
other,1115,2,56.87,2
other,2479.13,3,215,3
other,1100,2,106,2
other,1690,3,75,3
other,1068,2,40.05,2
other,1925,3,120,3
other,650,1,26,1
other,1410,2,45.12,3
other,2000,3,207,3
other,1050,2,110,2
other,1130,3,38,3
other,2204,2,305,3
other,900,2,45,2
other,1550,2,70,3
other,916,2,42,2
other,1358,3,50,3
other,1936,2,54.21,3
other,1685,2,110,3
other,850,2,33,2
other,1550,3,110,3
other,500,1,20,1
other,1146,2,38.5,2
other,3155,4,370,3
other,1765,3,105,3
other,1265,2,70,2
other,1012,2,59,2
other,2045,4,154,3
other,4400,9,120,7
other,2400,4,280,6
other,581.91,2,25,1
other,1158,2,85,3
other,925,2,51,2
other,1415,2,110,2
other,1210,2,60,2
other,1100,2,55,2
other,4750,5,600,4
other,1840,3,155,3
other,1350,2,185,2
other,824,2,60,2
other,1340,2,100,3
other,1620,2,110,3
other,1533,3,115,3
other,1560,3,85,3
other,1375,2,48.06,3
other,750,1,25,1
other,1375,2,85,3
other,1095,2,40,2
other,1440,2,60.33,3
other,1200,2,49.5,2
other,975,2,43,2
other,2800,4,200,5
other,900,2,42,2
other,1500,3,88,3
other,1010,2,46,2
other,1140,2,76,2
other,1198,2,84,2
other,4000,4,520,4
other,1470,4,34.5,4
other,1370,2,75,2
other,1316,2,55.5,2
other,1050,2,43,2
other,2400,7,110,6
other,1000,1,55,2
other,1200,2,125,2
other,1200,2,50,2
other,1313,2,58.27,2
other,936,2,42,2
other,1050,1,70,1
other,1200,2,80,3
other,1464,3,56,3
other,1256,2,60,2
other,1020,2,37,2
other,830,2,34,2
other,1210,2,40,2
other,1520,2,62,2
other,2300,3,80,3
other,400,1,14,1
other,946,2,38,2
other,1575,4,150,5
other,860,1,43,2
other,4800,5,629,4
other,1200,2,70,2
other,1700,3,80,3
other,1100,2,60,2
other,6040,4,170,5
other,1300,2,79,2
other,1311,2,48,2
other,3500,4,350,4
other,1400,2,55,3
other,1000,2,110,3
other,1942,3,102,3
other,1000,2,53,2
other,950,2,45,2
other,1022,2,52,2
other,2000,3,25,4
other,990,2,44.55,2
other,2400,3,260,3
other,1533,3,85,3
other,1475,3,70,3
other,1135,2,55,2
other,1452.55,2,110,2
other,2357,3,151,3
other,1170,2,105,2
other,1411,3,91.72,3
other,1200,3,44,2
other,3095,3,375,3
other,1350,2,67.5,2
other,1100,3,78,3
other,1240,2,43.79,2
other,3600,4,365,4
other,1175,2,48.27,2
other,4000,4,170,4
other,1945,3,120,3
other,1465,2,74.72,3
other,1650,3,165,3
other,1550,2,150,3
other,1360,2,59.27,3
other,1150,2,75,3
other,1200,3,74,3
other,1229,3,86.03,3
other,1030,2,61,2
other,600,1,32,1
other,1165,2,135,2
other,1107,2,33,2
other,1520,3,80,3
other,3000,4,240,4
other,1050,2,38,2
other,1315,2,90,2
other,1210,2,72,2
other,11338,9,1000,6
other,1215,3,42.2,3
other,30000,4,2100,4
other,1445,3,64,3
other,1170,2,68,2
other,1600,2,110,2
other,955,1,34.01,2
other,1370,2,75,3
other,1187,2,45,2
other,1980,3,224,3
other,1100,2,38.45,2
other,1700,3,97,3
other,1900,3,160,3
other,1360,3,55,3
other,1100,2,75,2
other,1929,3,115,3
other,3161,4,214,4
other,1020,2,40,2
other,3515,3,420,3
other,1051,2,33,2
other,1100,2,70,2
other,1455,2,56,3
other,4200,4,255,4
other,1200,2,55,2
other,700,1,41,1
other,1300,2,49,3
other,1400,2,67,2
other,1200,2,53,2
other,1535,3,55,3
other,3000,3,250,3
other,1100,2,61,2
other,1260,1,41,1
other,1500,1,37.5,1
other,600,1,17,1
other,1360,2,65,3
other,1165,2,75,2
other,1272,4,75,3
other,965,2,45,2
other,1600,5,140,5
other,780,2,25,2
other,1000,2,65,3
other,1121,2,43.72,2
other,2400,4,325,3
other,674,1,19.9,2
other,1463,1,142,2
other,1306,2,58,3
other,2401,3,185,3
other,1875,2,235,3
other,1225,2,47,2
other,890,1,75,1
other,1110,2,51,2
other,1300,2,54,2
other,2400,3,290,3
other,960,2,32,2
other,1690,3,100,3
other,799,2,38,2
other,1355,3,61,3
other,1350,2,90,2
other,1460,3,88,3
other,1685,3,95,3
other,800,1,52,1
other,4000,5,280,4
other,1100,2,53,2
other,792,2,70,2
other,2000,4,103,5
other,1147,2,54,2
other,2400,5,235,5
other,2100,3,75,3
other,1215,2,46.5,3
other,461.82,1,31.7,1
other,1500,2,85,3
other,1065,2,50,2
other,1205,2,42.18,2
other,1260,2,75,2
other,1199,2,50,2
other,12000,12,525,10
other,1070,2,33,2
other,2820,3,285,3
other,1950,3,130,3
other,1326,2,62.17,2
other,1350,2,140,3
other,4051,4,345,4
other,2100,3,170,3
other,1991,3,160,3
other,1234,2,61,2
other,1200,3,66,3
other,2220,4,65,3
other,3000,4,342,4
other,2400,6,245,6
other,1069,2,55,2
other,1375,2,105,2
other,1693,3,108,3
other,1160,2,41.75,2
other,900,2,45,2
other,1175,2,48,2
other,1200,2,50,2
other,600,2,23,2
other,1364,2,70,2
other,1150,2,77.5,3
other,1146,2,39.5,2
other,1110,2,41,2
other,1156,2,49.5,2
other,1058,2,60,2
other,900,1,30,1
other,1672,3,150,3
other,1500,2,65,3
other,1400,2,65,2
other,1250,3,139,3
other,1468,3,130,2
other,1166,2,53,2
other,900,2,46,2
other,1190,3,55,3
other,1480,2,145,3
other,1500,3,65,3
other,820,2,24,2
other,2280,3,285,3
other,2000,3,200,3
other,1033,2,32,3
other,1460,2,73,3
other,1080,2,75,3
other,2400,2,150,3
other,1070,2,35,2
other,1125,2,75,2
other,1596,3,95,3
other,1639,3,123,3
other,920,2,37,2
other,1740,3,199,3
other,1372,2,90,3
other,885,2,40,2
other,6200,5,720,5
other,1490,2,59.6,3
other,1650,4,99,4
other,925,2,63,2
other,1200,3,95,4
other,1200,2,79,2
other,2500,3,270,3
other,1584,3,145,4
other,1570,3,115,3
other,3000,3,400,3
other,2400,6,130,6
other,1680,3,85,3
other,1464,2,56,2
other,1750,3,180,3
other,1500,1,160,2
other,2100,6,275,6
other,1200,2,50,2
other,705,1,36.5,1
other,1340,3,77,3
other,1800,3,70,3
other,925,2,42,2
other,1230,2,57,2
other,1260,1,41,1
other,1200,2,125,2
other,1270,2,175,4
other,1200,3,130,3
other,3595,6,360,4
other,1100,2,39.5,2
other,3100,5,385,4
other,1219,2,40,2
other,1200,4,150,4
other,3259,3,270,3
other,3200,3,190,4
other,970,2,40,2
other,596,1,42,1
other,10000,16,550,16
other,1200,4,110,4
other,1910,3,190,3
other,1405,2,70,3
other,1800,3,65,3
other,1750,3,149,3
other,1360,2,65,3
other,985,2,63,2
other,1300,2,129,2
other,1490,2,88,3
other,620,1,25,2
other,4428,4,255,4
other,1301,2,55,2
other,650,1,30,1
other,1500,2,89.99,3
other,1350,4,145,4
other,910,1,42,1
other,1250,3,39,3
other,2000,3,85,3
other,532,1,22.49,1
other,1060,3,62,3
other,902,2,42,2
other,1550,2,160,2
other,1374,2,70,3
other,2145,4,125,4
other,1080,2,55,2
other,1000,2,80,2
other,1240,2,52.6,2
other,1500,2,97,3
other,1865,4,140,3
other,1200,2,49,2
other,3500,4,245,4
other,1203,2,59.86,2
other,1600,3,76,3
other,1134,2,40,2
other,1320,2,73,3
other,2150,6,205,6
other,1100,2,56.1,2
other,2400,5,120,5
other,675,3,52,2
other,1801,3,139,3
other,1350,2,65,3
other,2990,4,324,4
other,2400,2,160,2
other,1250,3,40,3
other,1150,2,75,2
other,1200,3,165,3
other,1400,2,62,3
other,1488,2,60,3
other,4500,9,166,9
other,1853,3,82,3
other,861,2,35,2
other,1256,2,62.8,2
other,1390,2,80,3
other,1550,2,90,3
other,1310,2,37.83,3
other,1080,2,39,2
other,1500,4,110,4
other,1531,3,72,3
other,1839,3,165,3
other,1200,2,55,2
other,900,2,70,2
other,1200,6,70,4
other,1500,3,149,3
other,1650,2,52,3
other,1100,2,38,2
other,750,2,50,1
other,600,3,75,2
other,1605,2,85,3
other,1205,2,60,2
other,1200,3,46.14,2
other,1500,1,19.5,1
other,1125,2,44,2
other,1200,2,70,2
other,1200,2,160,2
other,1904,3,155,3
other,2770,4,315,3
other,813,1,39,1
other,3884,4,240,4
other,4750,2,120,4
other,1630,2,97.78,3
other,1090,2,36,2
other,2425,4,173,4
other,1150,2,56,2
other,1141,2,49,2
other,936,2,43,2
other,1280,2,75,2
other,735,1,75,1
other,500,1,24,1
other,1100,2,50,2
other,1200,4,145,3
other,1200,2,100,2
other,1200,3,160,3
other,1265,2,82,3
other,3200,5,150,4
other,1196,2,56.81,2
other,1850,3,98,3
other,2360,4,150,4
other,1030,2,77.25,2
other,1512,1,65.01,2
other,2000,3,160,3
other,1575,3,93,3
other,1300,2,70,3
other,975,2,50,2
other,1380,2,75,2
other,5800,5,80,5
other,1000,2,45,2
other,3000,5,100,4
other,1080,2,45,2
other,3100,3,250,3
other,1190,2,100,2
other,1827,3,100,3
other,1500,3,95,3
other,1180,2,63,2
other,1300,3,47,3
other,1155,2,60,3
other,1540,3,68,3
other,1206,2,38.5,2
other,1645,3,95,3
other,1200,4,140,4
other,1200,2,55,3
other,1161,2,36.69,2
other,1097,2,65,2
other,1600,3,165,4
other,620,2,22,2
other,900,2,110,2
other,1200,2,125,2
other,1355,2,75,2
other,2000,3,85,3
other,7500,4,900,4
other,1280,2,49.75,2
other,4200,1,160,2
other,4104,4,360,4
other,1215,2,49.85,2
other,1076,2,52,2
other,2080,2,150,2
other,1505,2,90,2
other,1200,3,95.75,3
other,1810,4,148,3
other,1250,2,39,2
other,1530,2,97,3
other,1500,3,70,3
other,2000,5,80,4
other,1410,2,45.12,3
other,2000,3,85,3
other,1500,2,130,3
other,1600,3,72,3
other,2100,6,71,6
other,2500,3,75,3
other,1400,2,80,2
other,1533,3,150,3
other,1100,2,38,2
other,3730,6,450,4
other,745,2,50,2
other,1460,3,70,3
other,1355,2,95,2
other,833,1,49,1
other,1037,2,36.28,2
other,3000,5,270,4
other,1220,2,68,2
other,3811,3,475,4
other,1545,3,85,3
other,780,2,35,2
other,1350,2,110,2
other,1350,2,41,2
other,1200,2,68,3
other,1150,2,49,2
other,2000,4,180,5
other,1096,2,48,2
other,1094,2,44,2
other,1100,2,49,2
other,1280,4,115,4
other,1200,3,85,3
other,1086,2,47.5,2
other,1655,3,155,3
other,1150,2,74,2
other,1440,3,65.8,3
other,1200,2,108,3
other,1200,2,75,2
other,1225,3,60,3
other,1550,2,60,3
other,1650,3,75,3
other,1113,2,46,2
other,1500,2,203,2
other,1800,2,72,3
other,1350,4,85,4
other,4500,9,500,9
other,935,2,32.73,2
other,2500,5,120,5
other,1550,3,160,3
other,1140,2,52,2
other,1050,2,40,2
other,1758,3,95,3
other,3179,5,351,4
other,909,2,40,3
other,1200,3,85,2
other,1200,2,34,2
other,1800,3,140,3
other,1000,2,48,2
other,1095,2,38.52,2
other,3900,4,333,4
other,2400,4,200,3
other,1645,3,87.5,3
other,1252,2,55,2
other,2600,3,140,3
other,950,2,60,2
other,2107,4,95,4
other,1450,3,68,3
other,2431,3,100,3
other,1155,2,56,2
other,1450,2,62.63,2
other,1900,3,205,3
other,1365,3,60,2
other,1402,2,85,3
other,1550,3,75,3
other,2100,3,240,3
other,5000,4,290,4
other,2000,3,85,3
other,1100,2,45,2
other,1200,3,140,3
other,814,2,55,2
other,1100,2,44,2
other,830,2,37,2
other,1590,3,120,3
other,3754,6,430,4
other,1100,2,48,2
other,1230,2,53.51,3
other,1450,2,89.6,3
other,1367,2,62,2
other,1340,2,77,2
other,1135,2,32.91,2
other,1745,3,77,3
other,1665,3,105,3
other,1220,2,48.79,2
other,2300,4,200,4
other,1210,2,76,2
other,1100,2,46,2
other,1286,3,67,3
other,1141,2,40,2
other,1140,2,45,2
other,1065,2,58,2
other,1082,2,42,3
other,1290,2,40.63,2
other,1636,3,97,3
other,3600,4,450,4
other,1450,3,42,3
other,1120,2,40,2
other,1200,3,72,3
other,1500,2,65,3
other,3000,8,90,6
other,1100,2,47,2
other,1000,1,75,2
other,1388,3,69.99,3
other,1176,2,44,2
other,1170,2,86,2
other,4830,5,390,4
other,850,2,75,2
other,1103,2,55,2
other,1600,3,64,3
other,1100,2,55,2
other,2065,3,130,3
other,1150,2,125,2
other,1250,2,59,2
other,1115,2,46,2
other,2550,4,290,3
other,3080,2,285,4
other,1130,2,52,2
other,3400,6,420,4
other,450,1,25,1
other,1100,2,85,2
other,966,2,49,2
other,4400,4,350,5
other,1550,2,79,3
other,1540,2,70,3
other,1036,2,110,2
other,1070,2,38.9,2
other,1041,2,36.44,2
other,1376,4,156,4
other,1150,2,60,3
other,1508,3,75,3
other,1110,2,58,2
other,1950,3,90,3
other,1080,2,62,2
other,999,2,43.66,2
other,1180,2,40,2
other,1127,2,55,2
other,1475,2,200,3
other,1200,3,96.25,3
other,1250,2,65,3
other,2631,3,200,4
other,830,2,60,2
other,1500,2,88,2
other,1518,3,76,3
other,1495,2,75,3
other,856,2,48,2
other,1143,2,62,2
other,1070,2,33.15,2
other,1117,2,110,2
other,600,1,43,1
other,7500,4,425,4
other,925,2,48,2
other,1100,2,52,2
other,1200,3,70,3
other,2675,4,290,4
other,1016,2,45.9,2
other,1800,3,88,3
other,1062,2,47,2
other,1477,2,80,3
other,3500,5,450,4
other,1793,3,98,3
other,960,2,33,2
other,620,2,23,2
other,1400,3,35,3
other,1020,2,62,2
other,3563,6,310,4
other,1165,2,47,2
other,1100,2,43.5,2
other,3300,5,318,4
other,1200,3,165,3
other,1440,4,88,4
other,2250,3,113,3
other,1250,3,43,3
other,1718,3,223,3
other,1200,2,75,3
other,985,2,55,2
other,1700,2,68.5,3
other,2000,4,99,5
other,1643,3,75,3
other,1740,3,55,3
other,1030,2,80,2
other,1852,2,95,3
other,1150,2,69,2
other,2600,3,95,4
other,1350,2,68,3
other,1500,2,90,3
other,900,2,55,2
other,850,2,35,2
other,1250,2,60,2
other,970,2,35,2
other,1148,2,59,2
other,1750,2,225,4
other,1350,3,60,3
other,1100,2,78,2
other,1180,2,74,2
other,4510,4,200,3
other,1540,3,85,3
other,1033,2,31.5,3
other,1800,3,230,3
other,1200,2,37,2
other,2000,3,120,3
other,2000,3,145,3
other,500,1,15,1
other,850,2,42,2
other,1165,2,33.64,2
other,2230,4,130,4
other,2200,5,100,4
other,1519,3,67.23,3
other,3160,4,206,4
other,922,2,70,2
other,850,2,72,2
other,1200,1,65,2
other,1442,3,56.24,3
other,1233,2,100,2
other,1840,3,85,3
other,1100,2,57,2
other,1040,2,46.79,2
